height_over_sea_level	fall	net	flow	power_of_hydroelectrical_turbine
1.0936187641843342	1.1179361334307023	1.1993693411604167	-1.3580481055333675	-0.9683169228668373
1.454358981882001	1.4901970067542627	1.5606954498696497	-1.3580481055333675	-0.9176454408306903
-0.8904524331528326	-0.866214321383873	-0.9098718184297305	0.3245884208280304	-0.08551599140201063
-1.1610075964260826	-1.145409976376543	-1.180866399961656	0.3245884208280304	-0.24845902047003784
1.6347290907308345	1.6325867908005245	1.5403708562547558	1.1659066840087293	2.0038219273951774
0.7328785464866676	0.7205476511578023	0.7386785525561451	0.04414899976779741	0.47487031416098335
-0.9806374875772493	-0.9546262787982188	-0.9776204638127117	0.04414899976779741	-0.33298768108686394
0.9132486553355009	1.0295241760163565	1.0340626464259428	-1.6384875265936005	-1.313903001788865
-1.1610075964260826	-1.1314501936269103	-1.1131177545786741	-0.5167298423526686	-0.8326096368216219
-0.07878694333308253	-0.11703931382020827	-0.07430519203962915	0.04414899976779741	0.1277985193856259
-1.882488031821416	-1.880625201190575	-1.857901196155581	-0.2362904212924356	-0.973074070743363
-1.882488031821416	-1.8759719402740302	-1.8357699719971408	-0.5167298423526686	-1.1401742470548408
-1.2511926508504994	-1.2291686728743447	-1.2255805059144234	-0.2362904212924356	-0.6696951792123126
0.5525084376378342	0.5483769972456561	0.6212475672256433	-0.7971692634129016	-0.4797306930618575
-0.2591570521819159	-0.3031697504819884	-0.25496824639424565	0.04414899976779741	0.04724129153058435
-0.3493421066063326	-0.4055414906459669	-0.3927238253396413	0.6050278418882634	0.449841716324127
-0.2591570521819159	-0.18032366228521415	-0.14024720687906453	-1.6384875265936005	-1.5109317811073142
0.19176821994016752	0.17611612392209594	0.25992145851641035	-0.7971692634129016	-0.5844879464509372
1.454358981882001	1.4557628759718342	1.4139067182065237	0.6050278418882634	1.3690712576542405
-0.3493421066063326	-0.39158170789633423	-0.32226523414134073	-0.2362904212924356	-0.23946615383858766
1.183803818608751	1.1672606991460743	1.0887132203682146	1.1659066840087293	1.7500288024689947
-0.800267378728416	-0.7489521462869523	-0.7170140079061782	-1.0776086844731345	-1.1485028272711006
-0.07878694333308253	-0.12169257473675252	-0.09688807383395621	0.3245884208280304	0.37020591801273617
0.7328785464866676	0.701934607491624	0.6370555844816733	1.1659066840087293	1.4874713825811048
1.454358981882001	1.4604161368883783	1.438747888180284	0.3245884208280304	1.073192374036632
0.46232338321341754	0.466479605114472	0.5670486509192589	-1.3580481055333675	-1.0897599081471547
-1.341377705274916	-1.3129273693721457	-1.2757145034978292	-0.7971692634129016	-1.109002785593642
1.2739888730331677	1.2789389611431425	1.2806677156199946	0.04414899976779741	0.6930634015246963
-1.5217478141237495	-1.5176708497001032	-1.542192508670889	0.3245884208280304	-0.45636638269531715
1.3641739274575844	1.3915478753235189	1.45094264434922	-1.0776086844731345	-0.5961165301491115
-1.2511926508504994	-1.2431284556239781	-1.2960390971127238	0.6050278418882634	-0.14593034086095213
1.183803818608751	1.3087198310090267	1.3050572279578676	-1.6384875265936005	-1.2852029715067619
0.9132486553355009	0.8927183050699483	0.8448180969894821	0.8854672629484964	1.3619498215688113
1.6347290907308345	1.6465465735501585	1.6194109425349006	0.3245884208280304	1.144828163907018
0.011398111091334146	-0.03793387823895226	-0.05849717478360047	0.8854672629484964	0.8525207126291435
0.28195327436458417	0.2412617767537179	0.2124974067483243	0.8854672629484964	1.0127851674423702
-0.3493421066063326	-0.2733888806161042	-0.2305787340563728	-1.6384875265936005	-1.5281675135788708
1.0034337097599177	0.9857835234008384	0.9351496241667903	0.8854672629484964	1.4108784446231681
-1.1610075964260826	-1.140756715459999	-1.1582835181673288	0.04414899976779741	-0.4319163568974977
-1.4315627596993328	-1.429258892285758	-1.4767021514673402	0.6050278418882634	-0.2550875988925844
-0.07878694333308253	-0.09191170487086833	0.02505948785540941	-1.3580481055333675	-1.208331461826326
1.0936187641843342	1.1123522203308487	1.1799480628172951	-1.0776086844731345	-0.6513951599035154
-1.882488031821416	-1.8945849839402085	-1.9283597873538816	0.6050278418882634	-0.6804523334195917
1.183803818608751	1.1719139600626185	1.1158126785214069	0.8854672629484964	1.505157115527468
0.011398111091334146	-0.0332806173224067	-0.03139771663040825	0.6050278418882634	0.6431347774152142
-1.702117922972583	-1.7084545472784283	-1.747696732999265	0.6050278418882634	-0.4466163724078431
-0.8904524331528326	-0.8615610604673287	-0.8872889366354034	0.04414899976779741	-0.28115191210796353
-0.9806374875772493	-0.9350825829487325	-0.8976770622607947	-1.0776086844731345	-1.204367171929221
-1.702117922972583	-1.7038012863618834	-1.7228555630255054	0.3245884208280304	-0.565473640674193
0.10158316551575083	0.07839764467466032	0.15152362590364146	-0.5167298423526686	-0.3273733894488019
-1.6119328685481662	-1.592123024364816	-1.546709085029754	-0.7971692634129016	-1.199374309518273
-0.8904524331528326	-0.8364334515179888	-0.7879242567403648	-1.3580481055333675	-1.4089031020257914
0.10158316551575083	0.09421873179091178	0.20572254221002592	-1.3580481055333675	-1.1685242769676498
-0.529712215455166	-0.6009784491408369	-0.6275857960006422	1.1659066840087293	0.6079775974628717
1.454358981882001	1.484613093654409	1.5412741715265281	-1.0776086844731345	-0.5798022272212061
1.454358981882001	1.474375919638011	1.5064965335632652	-0.5167298423526686	0.09616991458494113
0.10158316551575083	0.041171557342305085	-0.05849717478360047	1.7267855261291953	1.3429569443861054
-0.9806374875772493	-0.973239322464397	-1.0792434318871835	1.1659066840087293	0.29830584214920997
-0.4395271610307493	-0.47999366531068	-0.39046553716020804	-0.5167298423526686	-0.5282450299648052
-1.4315627596993328	-1.4059925877030357	-1.3660460306751376	-0.7971692634129016	-1.1444813944565602
-1.1610075964260826	-1.1212130196105126	-1.0783401166154112	-1.0776086844731345	-1.263931520491306
-1.7923029773969994	-1.7968665046927734	-1.8131870902028138	0.3245884208280304	-0.623895130887563
-0.2591570521819159	-0.33108931598125513	-0.4198232834928335	1.7267855261291953	1.0089208776507774
-0.529712215455166	-0.5628217096251722	-0.44601942637425346	-1.0776086844731345	-1.0667741696086261
-0.3493421066063326	-0.4101947515625125	-0.4198232834928335	0.8854672629484964	0.6083418835615249
-1.882488031821416	-1.8852784621071192	-1.8809357355857947	0.04414899976779741	-0.819088193983389
-0.6198972698795826	-0.6009784491408369	-0.7179173231779504	1.1659066840087293	0.5506275369514221
